[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 67/70: graph_zm seed7 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/graph_zm/seed7  Start: Sat Jun 27 17:21:09 EDT 2026
Sat Jun 27 17:21:09 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:3B:00.0 Off |                    0 |
| N/A   29C    P0             36W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=7 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-98.164 eval_ret=-92.787 pursuer_target_distance=6.622 capture=0.000 cap=0.000 td_loss=0.4576 q_tot=+11.168 tgt=+11.151 gnorm=61.64 w_min=0.00e+00 eps=0.621 buf=20000 upd=469 seed=7
step=  240000 ep_ret=-50.415 eval_ret=-36.432 pursuer_target_distance=2.882 capture=0.002 cap=0.036 td_loss=0.5815 q_tot=+8.757 tgt=+8.755 gnorm=89.17 w_min=1.86e-09 eps=0.050 buf=100000 upd=7344 seed=7
step=  260000 ep_ret=-36.707 eval_ret=-48.876 pursuer_target_distance=3.083 capture=0.003 cap=0.016 td_loss=0.6018 q_tot=+9.152 tgt=+9.149 gnorm=93.67 w_min=1.49e-08 eps=0.050 buf=100000 upd=7969 seed=7
step=  280000 ep_ret=-49.894 eval_ret=-35.703 pursuer_target_distance=3.259 capture=0.002 cap=0.031 td_loss=0.6993 q_tot=+9.052 tgt=+9.050 gnorm=102.68 w_min=8.10e-08 eps=0.050 buf=100000 upd=8594 seed=7
step=  300000 ep_ret=-31.226 eval_ret=-43.953 pursuer_target_distance=3.056 capture=0.005 cap=0.042 td_loss=0.6827 q_tot=+9.576 tgt=+9.576 gnorm=99.91 w_min=2.24e-08 eps=0.050 buf=100000 upd=9219 seed=7
step=  320000 ep_ret=-44.249 eval_ret=-30.089 pursuer_target_distance=2.987 capture=0.002 cap=0.022 td_loss=0.7806 q_tot=+10.053 tgt=+10.054 gnorm=111.47 w_min=2.24e-08 eps=0.050 buf=100000 upd=9844 seed=7
step=  340000 ep_ret=-41.475 eval_ret=-34.835 pursuer_target_distance=3.344 capture=0.006 cap=0.057 td_loss=0.8681 q_tot=+9.997 tgt=+9.998 gnorm=121.17 w_min=8.94e-08 eps=0.050 buf=100000 upd=10469 seed=7
step=  360000 ep_ret=-31.353 eval_ret=-30.044 pursuer_target_distance=3.053 capture=0.003 cap=0.026 td_loss=0.9520 q_tot=+9.828 tgt=+9.826 gnorm=127.46 w_min=1.21e-08 eps=0.050 buf=100000 upd=11094 seed=7
step=  380000 ep_ret=-31.538 eval_ret=-47.816 pursuer_target_distance=3.251 capture=0.004 cap=0.031 td_loss=1.0024 q_tot=+9.860 tgt=+9.859 gnorm=128.68 w_min=5.59e-08 eps=0.050 buf=100000 upd=11719 seed=7
step=  400000 ep_ret=-30.761 eval_ret=-29.764 pursuer_target_distance=3.124 capture=0.000 cap=0.009 td_loss=0.9299 q_tot=+9.832 tgt=+9.828 gnorm=121.37 w_min=1.49e-08 eps=0.050 buf=100000 upd=12344 seed=7
step=  420000 ep_ret=-42.298 eval_ret=-20.972 pursuer_target_distance=3.171 capture=0.001 cap=0.016 td_loss=0.9151 q_tot=+9.069 tgt=+9.070 gnorm=117.23 w_min=1.27e-07 eps=0.050 buf=100000 upd=12969 seed=7
step=  440000 ep_ret=-33.175 eval_ret=-37.791 pursuer_target_distance=2.974 capture=0.001 cap=0.021 td_loss=0.7513 q_tot=+8.922 tgt=+8.922 gnorm=107.60 w_min=1.02e-07 eps=0.050 buf=100000 upd=13594 seed=7
step=  460000 ep_ret=-18.006 eval_ret=-23.691 pursuer_target_distance=3.204 capture=0.006 cap=0.036 td_loss=0.6983 q_tot=+9.157 tgt=+9.154 gnorm=103.57 w_min=3.73e-09 eps=0.050 buf=100000 upd=14219 seed=7
step=  480000 ep_ret=-40.698 eval_ret=-52.599 pursuer_target_distance=3.011 capture=0.001 cap=0.018 td_loss=0.6701 q_tot=+9.278 tgt=+9.277 gnorm=98.56 w_min=3.73e-09 eps=0.050 buf=100000 upd=14844 seed=7
step=  500000 ep_ret=-40.695 eval_ret=-35.693 pursuer_target_distance=3.214 capture=0.004 cap=0.026 td_loss=0.7023 q_tot=+9.089 tgt=+9.087 gnorm=101.89 w_min=4.84e-08 eps=0.050 buf=100000 upd=15469 seed=7
step=  520000 ep_ret=-46.969 eval_ret=-50.464 pursuer_target_distance=3.337 capture=0.001 cap=0.016 td_loss=0.8346 q_tot=+9.151 tgt=+9.150 gnorm=115.56 w_min=0.00e+00 eps=0.050 buf=100000 upd=16094 seed=7
step=  540000 ep_ret=-37.138 eval_ret=-30.276 pursuer_target_distance=3.306 capture=0.001 cap=0.016 td_loss=0.7655 q_tot=+8.142 tgt=+8.141 gnorm=106.76 w_min=2.34e-08 eps=0.050 buf=100000 upd=16719 seed=7
step=  560000 ep_ret=-24.289 eval_ret=-31.145 pursuer_target_distance=2.940 capture=0.004 cap=0.027 td_loss=0.7616 q_tot=+8.011 tgt=+8.013 gnorm=105.21 w_min=1.68e-08 eps=0.050 buf=100000 upd=17344 seed=7
step=  580000 ep_ret=-42.644 eval_ret=-50.306 pursuer_target_distance=3.517 capture=0.002 cap=0.031 td_loss=0.8363 q_tot=+7.410 tgt=+7.411 gnorm=110.34 w_min=1.40e-09 eps=0.050 buf=100000 upd=17969 seed=7
step=  600000 ep_ret=-35.065 eval_ret=-56.054 pursuer_target_distance=2.983 capture=0.011 cap=0.036 td_loss=0.7661 q_tot=+6.771 tgt=+6.772 gnorm=102.56 w_min=2.24e-08 eps=0.050 buf=100000 upd=18594 seed=7
step=  620000 ep_ret=-37.576 eval_ret=-36.787 pursuer_target_distance=2.904 capture=0.002 cap=0.042 td_loss=0.8640 q_tot=+6.663 tgt=+6.660 gnorm=109.62 w_min=2.79e-08 eps=0.050 buf=100000 upd=19219 seed=7
step=  640000 ep_ret=-36.499 eval_ret=-46.707 pursuer_target_distance=2.744 capture=0.002 cap=0.031 td_loss=0.9279 q_tot=+6.807 tgt=+6.811 gnorm=114.29 w_min=2.05e-08 eps=0.050 buf=100000 upd=19844 seed=7
step=  660000 ep_ret=-33.436 eval_ret=-57.176 pursuer_target_distance=3.129 capture=0.001 cap=0.016 td_loss=0.9186 q_tot=+6.917 tgt=+6.920 gnorm=119.20 w_min=0.00e+00 eps=0.050 buf=100000 upd=20469 seed=7
step=  680000 ep_ret=-37.546 eval_ret=-19.874 pursuer_target_distance=3.200 capture=0.006 cap=0.042 td_loss=0.9613 q_tot=+7.078 tgt=+7.083 gnorm=123.54 w_min=9.31e-10 eps=0.050 buf=100000 upd=21094 seed=7
step=  700000 ep_ret=-25.974 eval_ret=-30.565 pursuer_target_distance=2.846 capture=0.002 cap=0.021 td_loss=0.9200 q_tot=+6.915 tgt=+6.916 gnorm=118.68 w_min=6.71e-08 eps=0.050 buf=100000 upd=21719 seed=7
step=  720000 ep_ret=-38.951 eval_ret=-19.818 pursuer_target_distance=2.586 capture=0.003 cap=0.022 td_loss=0.8419 q_tot=+6.776 tgt=+6.779 gnorm=111.65 w_min=1.68e-08 eps=0.050 buf=100000 upd=22344 seed=7
step=  740000 ep_ret=-12.036 eval_ret=-24.490 pursuer_target_distance=2.708 capture=0.004 cap=0.026 td_loss=0.8802 q_tot=+6.569 tgt=+6.572 gnorm=113.33 w_min=5.22e-08 eps=0.050 buf=100000 upd=22969 seed=7
step=  760000 ep_ret=-22.035 eval_ret=-16.814 pursuer_target_distance=2.953 capture=0.005 cap=0.021 td_loss=0.9531 q_tot=+6.381 tgt=+6.383 gnorm=126.84 w_min=5.96e-08 eps=0.050 buf=100000 upd=23594 seed=7
step=  780000 ep_ret=-38.934 eval_ret=-16.761 pursuer_target_distance=2.782 capture=0.002 cap=0.016 td_loss=0.9245 q_tot=+6.928 tgt=+6.926 gnorm=121.59 w_min=2.01e-07 eps=0.050 buf=100000 upd=24219 seed=7
step=  800000 ep_ret=-30.143 eval_ret=-40.449 pursuer_target_distance=2.848 capture=0.003 cap=0.013 td_loss=0.8788 q_tot=+6.813 tgt=+6.815 gnorm=120.41 w_min=8.20e-08 eps=0.050 buf=100000 upd=24844 seed=7
step=  820000 ep_ret=-35.585 eval_ret=-29.424 pursuer_target_distance=3.136 capture=0.004 cap=0.021 td_loss=0.9133 q_tot=+7.214 tgt=+7.218 gnorm=127.67 w_min=7.45e-09 eps=0.050 buf=100000 upd=25469 seed=7
step=  840000 ep_ret=-35.164 eval_ret=-31.730 pursuer_target_distance=2.935 capture=0.003 cap=0.026 td_loss=0.9294 q_tot=+6.681 tgt=+6.681 gnorm=127.47 w_min=7.45e-09 eps=0.050 buf=100000 upd=26094 seed=7
step=  860000 ep_ret=-32.342 eval_ret=-21.419 pursuer_target_distance=2.835 capture=0.004 cap=0.036 td_loss=1.0728 q_tot=+5.656 tgt=+5.655 gnorm=136.90 w_min=4.10e-08 eps=0.050 buf=100000 upd=26719 seed=7
step=  880000 ep_ret=-31.313 eval_ret=-34.245 pursuer_target_distance=2.606 capture=0.004 cap=0.040 td_loss=0.9061 q_tot=+4.970 tgt=+4.970 gnorm=120.01 w_min=1.30e-08 eps=0.050 buf=100000 upd=27344 seed=7
step=  900000 ep_ret=-32.317 eval_ret=-27.742 pursuer_target_distance=2.833 capture=0.004 cap=0.042 td_loss=0.9832 q_tot=+4.294 tgt=+4.295 gnorm=127.28 w_min=3.35e-08 eps=0.050 buf=100000 upd=27969 seed=7
step=  920000 ep_ret=-30.518 eval_ret=-20.249 pursuer_target_distance=2.573 capture=0.005 cap=0.031 td_loss=1.0048 q_tot=+3.881 tgt=+3.883 gnorm=124.38 w_min=6.52e-09 eps=0.050 buf=100000 upd=28594 seed=7
step=  940000 ep_ret=-21.123 eval_ret=-21.346 pursuer_target_distance=2.889 capture=0.006 cap=0.047 td_loss=0.9394 q_tot=+3.008 tgt=+3.011 gnorm=108.13 w_min=1.34e-07 eps=0.050 buf=100000 upd=29219 seed=7
step=  960000 ep_ret=-33.735 eval_ret=-30.508 pursuer_target_distance=2.697 capture=0.004 cap=0.022 td_loss=0.9285 q_tot=+2.347 tgt=+2.346 gnorm=106.76 w_min=2.98e-08 eps=0.050 buf=100000 upd=29844 seed=7
step=  980000 ep_ret=-24.090 eval_ret=-24.187 pursuer_target_distance=2.989 capture=0.006 cap=0.036 td_loss=1.0147 q_tot=+1.791 tgt=+1.789 gnorm=111.75 w_min=2.98e-08 eps=0.050 buf=100000 upd=30469 seed=7
step= 1000000 ep_ret=-22.832 eval_ret=-31.603 pursuer_target_distance=2.807 capture=0.006 cap=0.036 td_loss=1.0127 q_tot=+1.609 tgt=+1.611 gnorm=105.69 w_min=1.49e-08 eps=0.050 buf=100000 upd=31094 seed=7
step= 1020000 ep_ret=-32.126 eval_ret=-18.951 pursuer_target_distance=2.871 capture=0.007 cap=0.052 td_loss=1.0460 q_tot=+1.907 tgt=+1.914 gnorm=104.37 w_min=5.59e-09 eps=0.050 buf=100000 upd=31719 seed=7
step= 1040000 ep_ret=-21.638 eval_ret=-15.273 pursuer_target_distance=2.518 capture=0.006 cap=0.040 td_loss=1.0819 q_tot=+2.642 tgt=+2.641 gnorm=109.63 w_min=5.22e-08 eps=0.050 buf=100000 upd=32344 seed=7
step= 1060000 ep_ret=-25.940 eval_ret=-18.540 pursuer_target_distance=2.801 capture=0.007 cap=0.052 td_loss=1.2097 q_tot=+3.014 tgt=+3.016 gnorm=121.68 w_min=2.98e-08 eps=0.050 buf=100000 upd=32969 seed=7
step= 1080000 ep_ret=-27.546 eval_ret=-25.717 pursuer_target_distance=2.707 capture=0.004 cap=0.031 td_loss=1.1807 q_tot=+3.919 tgt=+3.920 gnorm=120.22 w_min=1.86e-08 eps=0.050 buf=100000 upd=33594 seed=7
step= 1100000 ep_ret=-32.443 eval_ret=-19.113 pursuer_target_distance=3.065 capture=0.004 cap=0.016 td_loss=1.1672 q_tot=+4.723 tgt=+4.725 gnorm=125.66 w_min=1.40e-08 eps=0.050 buf=100000 upd=34219 seed=7
step= 1120000 ep_ret=-12.357 eval_ret=-17.455 pursuer_target_distance=2.689 capture=0.008 cap=0.036 td_loss=1.1029 q_tot=+4.123 tgt=+4.126 gnorm=122.07 w_min=7.45e-08 eps=0.050 buf=100000 upd=34844 seed=7
step= 1140000 ep_ret=-29.595 eval_ret=-24.176 pursuer_target_distance=2.935 capture=0.004 cap=0.031 td_loss=1.2476 q_tot=+4.047 tgt=+4.051 gnorm=132.14 w_min=2.38e-07 eps=0.050 buf=100000 upd=35469 seed=7
step= 1160000 ep_ret=-27.714 eval_ret=-17.365 pursuer_target_distance=2.692 capture=0.005 cap=0.042 td_loss=1.0466 q_tot=+3.769 tgt=+3.771 gnorm=119.35 w_min=1.26e-08 eps=0.050 buf=100000 upd=36094 seed=7
step= 1180000 ep_ret=-26.893 eval_ret=-37.562 pursuer_target_distance=2.591 capture=0.006 cap=0.052 td_loss=1.0749 q_tot=+4.183 tgt=+4.182 gnorm=122.82 w_min=3.35e-08 eps=0.050 buf=100000 upd=36719 seed=7
step= 1200000 ep_ret=-33.182 eval_ret=-26.419 pursuer_target_distance=3.006 capture=0.003 cap=0.036 td_loss=1.2711 q_tot=+4.368 tgt=+4.369 gnorm=146.91 w_min=1.49e-08 eps=0.050 buf=100000 upd=37344 seed=7
step= 1220000 ep_ret=-26.106 eval_ret=-37.631 pursuer_target_distance=3.060 capture=0.007 cap=0.031 td_loss=1.1744 q_tot=+4.611 tgt=+4.613 gnorm=136.04 w_min=1.49e-08 eps=0.050 buf=100000 upd=37969 seed=7
step= 1240000 ep_ret=-33.692 eval_ret=-21.961 pursuer_target_distance=2.981 capture=0.004 cap=0.036 td_loss=1.2202 q_tot=+4.821 tgt=+4.825 gnorm=146.29 w_min=0.00e+00 eps=0.050 buf=100000 upd=38594 seed=7
step= 1260000 ep_ret=-7.687 eval_ret=-33.286 pursuer_target_distance=2.932 capture=0.012 cap=0.073 td_loss=1.3085 q_tot=+4.527 tgt=+4.524 gnorm=151.68 w_min=1.91e-08 eps=0.050 buf=100000 upd=39219 seed=7
step= 1280000 ep_ret=-25.878 eval_ret=-23.478 pursuer_target_distance=2.805 capture=0.003 cap=0.022 td_loss=1.3099 q_tot=+4.750 tgt=+4.753 gnorm=149.66 w_min=1.49e-08 eps=0.050 buf=100000 upd=39844 seed=7
step= 1300000 ep_ret=-31.834 eval_ret=-25.062 pursuer_target_distance=3.029 capture=0.003 cap=0.031 td_loss=1.2202 q_tot=+5.249 tgt=+5.257 gnorm=137.23 w_min=6.71e-08 eps=0.050 buf=100000 upd=40469 seed=7
step= 1320000 ep_ret=-34.800 eval_ret=-19.629 pursuer_target_distance=2.821 capture=0.004 cap=0.036 td_loss=1.3572 q_tot=+5.383 tgt=+5.387 gnorm=154.55 w_min=1.50e-07 eps=0.050 buf=100000 upd=41094 seed=7
step= 1340000 ep_ret=-22.041 eval_ret=-21.687 pursuer_target_distance=2.809 capture=0.004 cap=0.036 td_loss=1.2643 q_tot=+4.636 tgt=+4.635 gnorm=141.55 w_min=1.12e-07 eps=0.050 buf=100000 upd=41719 seed=7
step= 1360000 ep_ret=-32.336 eval_ret=-22.540 pursuer_target_distance=2.942 capture=0.003 cap=0.031 td_loss=1.1651 q_tot=+4.736 tgt=+4.735 gnorm=136.46 w_min=2.98e-08 eps=0.050 buf=100000 upd=42344 seed=7
step= 1380000 ep_ret=-34.141 eval_ret=-25.625 pursuer_target_distance=3.010 capture=0.003 cap=0.047 td_loss=1.0752 q_tot=+4.494 tgt=+4.492 gnorm=134.11 w_min=4.47e-08 eps=0.050 buf=100000 upd=42969 seed=7
step= 1400000 ep_ret=-15.380 eval_ret=-18.683 pursuer_target_distance=2.770 capture=0.005 cap=0.047 td_loss=1.0708 q_tot=+4.713 tgt=+4.712 gnorm=135.44 w_min=2.98e-08 eps=0.050 buf=100000 upd=43594 seed=7
step= 1420000 ep_ret=-32.366 eval_ret=-23.421 pursuer_target_distance=3.008 capture=0.003 cap=0.026 td_loss=1.0678 q_tot=+5.460 tgt=+5.461 gnorm=137.17 w_min=5.96e-08 eps=0.050 buf=100000 upd=44219 seed=7
step= 1440000 ep_ret=-27.478 eval_ret=-34.084 pursuer_target_distance=2.754 capture=0.004 cap=0.031 td_loss=1.1604 q_tot=+6.587 tgt=+6.583 gnorm=146.71 w_min=2.98e-08 eps=0.050 buf=100000 upd=44844 seed=7
step= 1460000 ep_ret=-22.425 eval_ret=-34.646 pursuer_target_distance=3.064 capture=0.004 cap=0.047 td_loss=1.0139 q_tot=+6.636 tgt=+6.637 gnorm=130.65 w_min=1.19e-07 eps=0.050 buf=100000 upd=45469 seed=7
step= 1480000 ep_ret=-29.494 eval_ret=-43.971 pursuer_target_distance=3.065 capture=0.007 cap=0.052 td_loss=1.1074 q_tot=+7.113 tgt=+7.113 gnorm=140.95 w_min=2.98e-08 eps=0.050 buf=100000 upd=46094 seed=7
step= 1500000 ep_ret=-37.539 eval_ret=-18.752 pursuer_target_distance=3.276 capture=0.004 cap=0.026 td_loss=1.1251 q_tot=+7.721 tgt=+7.724 gnorm=140.34 w_min=2.98e-08 eps=0.050 buf=100000 upd=46719 seed=7
step= 1520000 ep_ret=-36.678 eval_ret=-19.294 pursuer_target_distance=3.169 capture=0.005 cap=0.049 td_loss=1.1142 q_tot=+7.605 tgt=+7.605 gnorm=138.76 w_min=0.00e+00 eps=0.050 buf=100000 upd=47344 seed=7
step= 1540000 ep_ret=-34.083 eval_ret=-21.856 pursuer_target_distance=2.859 capture=0.004 cap=0.036 td_loss=1.1479 q_tot=+7.720 tgt=+7.722 gnorm=141.97 w_min=3.07e-07 eps=0.050 buf=100000 upd=47969 seed=7
step= 1560000 ep_ret=-48.793 eval_ret=-29.109 pursuer_target_distance=3.237 capture=0.004 cap=0.036 td_loss=1.2019 q_tot=+7.815 tgt=+7.820 gnorm=153.51 w_min=6.71e-08 eps=0.050 buf=100000 upd=48594 seed=7
step= 1580000 ep_ret=-30.838 eval_ret=-19.356 pursuer_target_distance=3.175 capture=0.006 cap=0.052 td_loss=1.1744 q_tot=+7.829 tgt=+7.829 gnorm=151.26 w_min=5.12e-08 eps=0.050 buf=100000 upd=49219 seed=7
step= 1600000 ep_ret=-31.578 eval_ret=-30.913 pursuer_target_distance=3.171 capture=0.004 cap=0.049 td_loss=1.1540 q_tot=+9.004 tgt=+9.006 gnorm=147.02 w_min=3.73e-08 eps=0.050 buf=100000 upd=49844 seed=7
step= 1620000 ep_ret=-36.906 eval_ret=-27.942 pursuer_target_distance=3.219 capture=0.003 cap=0.016 td_loss=1.2232 q_tot=+9.616 tgt=+9.617 gnorm=163.61 w_min=2.76e-07 eps=0.050 buf=100000 upd=50469 seed=7
step= 1640000 ep_ret=-22.578 eval_ret=-18.454 pursuer_target_distance=2.999 capture=0.002 cap=0.021 td_loss=1.1624 q_tot=+9.829 tgt=+9.830 gnorm=161.99 w_min=0.00e+00 eps=0.050 buf=100000 upd=51094 seed=7
step= 1660000 ep_ret=-32.478 eval_ret=-36.220 pursuer_target_distance=3.014 capture=0.004 cap=0.026 td_loss=1.2018 q_tot=+9.278 tgt=+9.275 gnorm=168.10 w_min=2.98e-07 eps=0.050 buf=100000 upd=51719 seed=7
step= 1680000 ep_ret=-31.145 eval_ret=-60.890 pursuer_target_distance=2.746 capture=0.007 cap=0.045 td_loss=1.0892 q_tot=+9.464 tgt=+9.469 gnorm=147.54 w_min=2.98e-08 eps=0.050 buf=100000 upd=52344 seed=7
step= 1700000 ep_ret=-22.265 eval_ret=-27.605 pursuer_target_distance=3.154 capture=0.005 cap=0.031 td_loss=1.0866 q_tot=+8.662 tgt=+8.664 gnorm=140.66 w_min=0.00e+00 eps=0.050 buf=100000 upd=52969 seed=7
step= 1720000 ep_ret=-24.503 eval_ret=-51.486 pursuer_target_distance=3.154 capture=0.004 cap=0.047 td_loss=1.0928 q_tot=+8.699 tgt=+8.701 gnorm=143.40 w_min=1.30e-08 eps=0.050 buf=100000 upd=53594 seed=7
step= 1740000 ep_ret=-34.861 eval_ret=-26.178 pursuer_target_distance=3.047 capture=0.005 cap=0.031 td_loss=1.1333 q_tot=+8.436 tgt=+8.441 gnorm=146.60 w_min=5.96e-08 eps=0.050 buf=100000 upd=54219 seed=7
step= 1760000 ep_ret=-24.060 eval_ret=-23.491 pursuer_target_distance=2.701 capture=0.001 cap=0.018 td_loss=1.1145 q_tot=+8.714 tgt=+8.715 gnorm=141.85 w_min=8.94e-08 eps=0.050 buf=100000 upd=54844 seed=7
step= 1780000 ep_ret=-22.398 eval_ret=-38.729 pursuer_target_distance=2.829 capture=0.003 cap=0.031 td_loss=1.0567 q_tot=+8.869 tgt=+8.871 gnorm=143.38 w_min=4.47e-08 eps=0.050 buf=100000 upd=55469 seed=7
step= 1800000 ep_ret=-32.890 eval_ret=-20.280 pursuer_target_distance=3.044 capture=0.001 cap=0.016 td_loss=0.9828 q_tot=+9.299 tgt=+9.301 gnorm=136.73 w_min=7.08e-08 eps=0.050 buf=100000 upd=56094 seed=7
step= 1820000 ep_ret=-34.311 eval_ret=-47.639 pursuer_target_distance=2.906 capture=0.003 cap=0.036 td_loss=0.9213 q_tot=+9.045 tgt=+9.047 gnorm=133.50 w_min=1.19e-07 eps=0.050 buf=100000 upd=56719 seed=7
step= 1840000 ep_ret=-27.766 eval_ret=-21.573 pursuer_target_distance=2.955 capture=0.003 cap=0.036 td_loss=0.9191 q_tot=+9.510 tgt=+9.512 gnorm=137.10 w_min=2.98e-08 eps=0.050 buf=100000 upd=57344 seed=7
step= 1860000 ep_ret=-26.962 eval_ret=-23.813 pursuer_target_distance=3.054 capture=0.006 cap=0.052 td_loss=0.9646 q_tot=+10.015 tgt=+10.017 gnorm=142.51 w_min=7.45e-09 eps=0.050 buf=100000 upd=57969 seed=7
step= 1880000 ep_ret=-23.019 eval_ret=-24.575 pursuer_target_distance=2.938 capture=0.007 cap=0.036 td_loss=1.0647 q_tot=+10.496 tgt=+10.493 gnorm=159.18 w_min=9.26e-08 eps=0.050 buf=100000 upd=58594 seed=7
step= 1900000 ep_ret=-40.399 eval_ret=-54.079 pursuer_target_distance=3.212 capture=0.003 cap=0.031 td_loss=1.1510 q_tot=+10.497 tgt=+10.500 gnorm=175.71 w_min=2.98e-08 eps=0.050 buf=100000 upd=59219 seed=7
step= 1920000 ep_ret=-35.294 eval_ret=-27.338 pursuer_target_distance=3.243 capture=0.002 cap=0.013 td_loss=1.1944 q_tot=+9.835 tgt=+9.837 gnorm=177.43 w_min=1.64e-07 eps=0.050 buf=100000 upd=59844 seed=7
