module,alpha,alpha_label,seed,episode_return,mean_step_reward,pursuer_target_distance,capture,capture_rate,policy_loss,value_loss,entropy,total_loss,grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,capture_c1_participation,dist_sensor_limited,marginal_c1_rate,knn_c1_sighted_frac,eval_mean_return,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,ratio_min,ratio_max,nan_core_rows,num_iters
attention,0.25,alpha0p25,3,-39.033904040409695,-0.3903390415769721,1.6413890619268492,0.018154761904761906,0.1626984126984127,-0.0004183758574938926,0.03329106913731685,1.0233826355328637,0.014744720231771232,0.13847362248907014,0.0006418691012096855,0.004190228192393468,0.9587457019185263,1.0,0.018154761904761906,1.6413890619268492,0.018154761904761906,nan,113.43238045088947,100.0,1.520909976628609,0.14500000000000002,1.0,1.0,0.0,625.0
attention,0.25,alpha0p25,4,-10.501008100896364,-0.10501007918091047,1.4977740890875695,0.04304563492063492,0.26587301587301587,-0.0003822390446176728,0.04087545866708434,0.989407507767753,0.01862025183462907,0.10261520659994512,0.0004555151124568222,0.002426339282667161,0.9545055325069125,1.0,0.04304563492063492,1.4977740890875695,0.04304563492063492,nan,-55.01143897231668,100.0,1.1436172494804486,0.02,1.0,1.0,0.0,625.0
attention,0.5,alpha0p5,0,-3.090855893250259,-0.030908560778886554,1.2887750382555854,0.040054563492063495,0.3010912698412698,-0.0003056394904464616,0.03527128693780728,0.947314379991047,0.01595945071488146,0.07812983095645905,0.0002547282447565332,0.0014148809482624834,0.9771808083095248,1.0,0.040054563492063495,1.2887750382555854,0.040054563492063495,nan,-40.329619478434324,100.0,1.138857117323205,0.0,1.0,1.0,0.0,625.0
attention,0.5,alpha0p5,1,13.573016040677588,0.13573016040145405,1.2887561680021742,0.05583333333333333,0.35267857142857145,-0.00036984965490393366,0.019821735271917922,0.8307435078280313,0.008338570626201256,0.12416838031439553,0.00038156971288531985,0.002576587303938429,0.9826748248130556,1.0,0.05583333333333333,1.2887561680021742,0.05583333333333333,nan,-27.692744725383818,100.0,1.0707028064411133,0.0,1.0,1.0,0.0,625.0
attention,0.5,alpha0p5,2,-27.431432357146626,-0.27431432711817916,1.4294939450706754,0.016939484126984126,0.14831349206349206,-0.0002719868971965019,0.049123464808577585,1.1055356247084482,0.022684476956252066,0.06480466203084068,0.00016896879184127901,0.00042490079363882873,0.9640100333425734,1.0,0.016939484126984126,1.4294939450706754,0.016939484126984126,nan,50.91147719975561,100.0,0.9187147170398384,0.06999999999999999,1.0,1.0,0.0,625.0
attention,0.5,alpha0p5,3,3.260039630094691,0.032600390972599154,1.4076396910302222,0.044231150793650795,0.34375,-0.00037036507728428525,0.02604547979103194,0.8809947462308975,0.011375836380166076,0.11370843420662578,0.0002890586507566276,0.0011592261878543048,0.9753046083071876,1.0,0.044231150793650795,1.4076396910302222,0.044231150793650795,nan,47.78415872808546,100.0,1.77099650537828,0.08,1.0,1.0,0.0,625.0
attention,0.5,alpha0p5,4,22.687279729911733,0.22687279360516677,1.2309415706566402,0.0637202380952381,0.36408730158730157,-0.00032381693635280946,0.04730135043048196,0.9356477847174992,0.021969482734326334,0.09112835427125295,0.0002868632867169051,0.0015285218254229265,0.9795387585957845,1.0,0.0637202380952381,1.2309415706566402,0.0637202380952381,nan,86.27163268066943,100.0,0.7527978901902679,0.135,1.0,1.0,0.0,625.0
attention_zm,0.25,alpha0p25,0,21.54887994189584,0.21548880517009703,1.1912597752610843,0.0759126984126984,0.3159722222222222,-0.0002410122494032905,0.022961241033460412,0.9663579116738031,0.009836006895565087,0.1537885258831675,0.0005419469932265235,0.0026839285630096184,0.971596222075205,1.0,0.0759126984126984,1.1912597752610843,0.0759126984126984,nan,197.6334243239835,100.0,0.9106957123149186,0.25625,1.0,1.0,0.0,625.0
attention_zm,0.25,alpha0p25,1,-1.8523467316454838,-0.01852346568235329,1.3763058066036966,0.055912698412698414,0.2748015873015873,-0.00027334251847131415,0.033197430190112856,1.0340830345948537,0.01482588029392655,0.13616855256850757,0.0005752188543364814,0.003298412692299554,0.9763858734615265,1.0,0.055912698412698414,1.3763058066036966,0.055912698412698414,nan,45.20572028402239,100.0,0.6627826934447512,0.0675,1.0,1.0,0.0,625.0
attention_zm,0.25,alpha0p25,2,-4.935553376185929,-0.04935553617893703,1.3694854432510004,0.05399801587301587,0.2698412698412698,-0.0002887160978317757,0.046991268356168084,1.1275958443444871,0.021571975201368332,0.14147648267921,0.0007217676574102162,0.003613690476817687,0.9757698604038784,1.0,0.05399801587301587,1.3694854432510004,0.05399801587301587,nan,228.65281393984333,100.0,0.7292370213102549,0.2475,1.0,1.0,0.0,625.0
attention_zm,0.25,alpha0p25,3,-52.68745883594134,-0.5268745881721141,1.8318357358092354,0.010312499999999999,0.09275793650793651,-0.0002877221792411253,0.0669972176323571,1.2044443069942414,0.03146793025264901,0.10831709325550094,0.0005246832895382838,0.0019917658821733703,0.9168171825863066,1.0,0.010312499999999999,1.8318357358092354,0.010312499999999999,nan,-57.992135437205434,100.0,2.539162172526121,0.0,1.0,1.0,0.0,625.0
attention_zm,0.25,alpha0p25,4,30.50245742075559,0.3050245757199942,1.2657179241473713,0.08583829365079365,0.35714285714285715,-0.00031580505324064275,0.014082311828517251,0.9060622741305638,0.005415691883998022,0.24658444812373512,0.0008906321538483458,0.005851636895420684,0.9832599040061708,1.0,0.08583829365079365,1.2657179241473713,0.08583829365079365,nan,41.35426640836522,100.0,0.8286476600030437,0.1075,1.0,1.0,0.0,625.0
attention_zm,0.5,alpha0p5,0,90.98820210579738,0.909882023633709,0.97025745793704,0.1284375,0.6180555555555556,-0.0002621766709920119,0.021622446395220266,0.8590741643829951,0.009302938818961146,0.1513643318816783,0.00046598441199081876,0.0029457341292679,0.9657606094602554,1.0,0.1284375,0.97025745793704,0.1284375,nan,226.5727391424589,100.0,0.9797145810403163,0.265,1.0,1.0,0.0,625.0
attention_zm,0.5,alpha0p5,1,-29.95379009446691,-0.2995379000168944,1.561419333720964,0.01669642857142857,0.12450396825396826,-0.00019130884577866898,0.04412061666537608,1.0711602568626404,0.020320452061585254,0.06212256033978765,0.0001684520935707164,0.0003649801576449092,0.975645295211247,1.0,0.01669642857142857,1.561419333720964,0.01669642857142857,nan,-20.00360014103353,100.0,0.6406568836979568,0.00125,1.0,1.0,0.0,625.0
attention_zm,0.5,alpha0p5,2,99.96824098718426,0.9996824112392607,0.9721766761442026,0.1372470238095238,0.6319444444444444,-0.00027540116017051855,0.013430595873958536,0.8749709098112016,0.005169348643782237,0.16425400749440233,0.00047617163653973884,0.0030017857109164146,0.966517984867096,1.0,0.1372470238095238,0.9721766761442026,0.1372470238095238,nan,479.0974890445359,100.0,0.6178464360075304,0.495,1.0,1.0,0.0,625.0
attention_zm,0.5,alpha0p5,3,105.6600162925583,1.056600166782737,0.949707452030409,0.14362599206349208,0.6498015873015873,-0.0002665375475997216,0.00948671160620593,0.8812305964174725,0.00320222789000365,0.1796859952015063,0.0004332863753187276,0.0028832837300537253,0.9692179702577137,1.0,0.14362599206349208,0.949707452030409,0.14362599206349208,nan,256.44713666965254,100.0,1.4858425282221288,0.285,1.0,1.0,0.0,625.0
attention_zm,0.5,alpha0p5,4,67.64453172089443,0.6764453150805027,1.0065028476786047,0.10472222222222223,0.5411706349206349,-0.00026941612599697503,0.021013207497104766,0.8664556170266773,0.008981795711738487,0.16226780577193176,0.00041801024313765434,0.0026813988185624893,0.9780081529465933,1.0,0.10472222222222223,1.0065028476786047,0.10472222222222223,nan,91.51133828330785,100.0,0.8554887624969706,0.1375,1.0,1.0,0.0,625.0
